dteday,season,yr,weekday,hr,rider_type,riders,price,cogs,revenue,profit
2021-10-29,4,0,6,6,registered,1,3.99,1.24,3.99,2.75
2021-09-18,3,0,0,5,registered,5,3.99,1.24,19.95,18.71
2021-08-01,3,0,1,23,casual,14,3.99,1.24,55.86,54.62
2021-10-25,4,0,2,6,casual,3,3.99,1.24,11.97,10.73
2021-12-02,4,0,5,10,registered,89,3.99,1.24,355.11,353.87
2021-06-28,3,0,2,4,registered,7,3.99,1.24,27.93,26.69
2021-10-22,4,0,6,22,registered,114,3.99,1.24,454.86,453.62
2021-04-20,2,0,3,18,casual,56,3.99,1.24,223.44,222.20
2021-06-10,2,0,5,11,registered,107,3.99,1.24,426.93,425.69
2021-06-15,2,0,3,21,casual,48,3.99,1.24,191.52,190.28
2021-01-31,1,0,1,15,registered,41,3.99,1.24,163.59,162.35
2021-07-22,3,0,5,9,casual,31,3.99,1.24,123.69,122.45
2021-02-22,1,0,2,14,casual,9,3.99,1.24,35.91,34.67
2021-07-29,3,0,5,19,casual,22,3.99,1.24,87.78,86.54
2021-04-26,2,0,2,18,registered,463,3.99,1.24,1847.37,1846.13
2021-09-17,3,0,6,11,registered,248,3.99,1.24,989.52,988.28
2021-05-09,2,0,1,6,casual,2,3.99,1.24,7.98,6.74
2021-10-04,4,0,2,6,casual,3,3.99,1.24,11.97,10.73
2021-11-05,4,0,6,17,casual,100,3.99,1.24,399.00,397.76
2021-05-13,2,0,5,21,registered,130,3.99,1.24,518.70,517.46
2021-05-15,2,0,0,13,casual,195,3.99,1.24,778.05,776.81
2021-10-25,4,0,2,18,registered,453,3.99,1.24,1807.47,1806.23
2021-05-12,2,0,4,6,registered,103,3.99,1.24,410.97,409.73
2021-05-13,2,0,5,8,casual,26,3.99,1.24,103.74,102.50
2021-11-14,4,0,1,1,registered,6,3.99,1.24,23.94,22.70
2021-03-27,2,0,0,3,casual,0,3.99,1.24,0.00,-1.24
2021-09-12,3,0,1,20,registered,258,3.99,1.24,1029.42,1028.18
2021-09-09,3,0,5,6,casual,3,3.99,1.24,11.97,10.73
2021-04-21,2,0,4,9,registered,178,3.99,1.24,710.22,708.98
2021-01-25,1,0,2,20,registered,103,3.99,1.24,410.97,409.73
2021-04-07,2,0,4,8,casual,23,3.99,1.24,91.77,90.53
2021-08-19,3,0,5,7,registered,251,3.99,1.24,1001.49,1000.25
2021-12-13,4,0,2,6,casual,0,3.99,1.24,0.00,-1.24
2021-11-08,4,0,2,15,registered,155,3.99,1.24,618.45,617.21
2021-03-01,1,0,2,9,registered,116,3.99,1.24,462.84,461.60
2021-11-17,4,0,4,9,registered,184,3.99,1.24,734.16,732.92
2021-08-25,3,0,4,8,registered,461,3.99,1.24,1839.39,1838.15
2021-05-12,2,0,4,2,registered,14,3.99,1.24,55.86,54.62
2021-08-22,3,0,1,11,casual,46,3.99,1.24,183.54,182.30
2021-12-01,4,0,4,17,casual,9,3.99,1.24,35.91,34.67
2021-11-05,4,0,6,7,registered,31,3.99,1.24,123.69,122.45
2021-08-24,3,0,3,9,registered,169,3.99,1.24,674.31,673.07
2021-08-19,3,0,5,22,casual,25,3.99,1.24,99.75,98.51
2021-06-24,3,0,5,9,casual,28,3.99,1.24,111.72,110.48
2021-09-19,3,0,1,18,casual,56,3.99,1.24,223.44,222.20
2021-10-05,4,0,3,23,registered,64,3.99,1.24,255.36,254.12
2021-12-12,4,0,1,19,registered,232,3.99,1.24,925.68,924.44
2021-06-23,3,0,4,5,casual,2,3.99,1.24,7.98,6.74
2021-08-18,3,0,4,8,registered,393,3.99,1.24,1568.07,1566.83
2021-07-26,3,0,2,6,registered,108,3.99,1.24,430.92,429.68
2021-07-24,3,0,0,12,registered,161,3.99,1.24,642.39,641.15
2021-11-23,4,0,3,2,casual,1,3.99,1.24,3.99,2.75
2021-03-20,1,0,0,19,casual,21,3.99,1.24,83.79,82.55
2021-09-28,4,0,3,8,registered,270,3.99,1.24,1077.30,1076.06
2021-06-02,2,0,4,16,casual,63,3.99,1.24,251.37,250.13
2021-02-24,1,0,4,3,casual,0,3.99,1.24,0.00,-1.24
2021-12-13,4,0,2,5,casual,0,3.99,1.24,0.00,-1.24
2021-09-27,4,0,2,4,registered,3,3.99,1.24,11.97,10.73
2021-12-17,4,0,6,11,casual,21,3.99,1.24,83.79,82.55
2021-03-05,1,0,6,3,casual,0,3.99,1.24,0.00,-1.24
2021-07-16,3,0,6,1,registered,51,3.99,1.24,203.49,202.25
2021-07-01,3,0,5,12,registered,180,3.99,1.24,718.20,716.96
2021-12-06,4,0,2,8,casual,13,3.99,1.24,51.87,50.63
2021-07-01,3,0,5,20,registered,185,3.99,1.24,738.15,736.91
2021-06-23,3,0,4,18,registered,483,3.99,1.24,1927.17,1925.93
2021-07-29,3,0,5,9,registered,151,3.99,1.24,602.49,601.25
2021-09-18,3,0,0,23,registered,44,3.99,1.24,175.56,174.32
2021-08-11,3,0,4,1,casual,9,3.99,1.24,35.91,34.67
2021-09-01,3,0,4,9,casual,29,3.99,1.24,115.71,114.47
2021-08-23,3,0,2,0,registered,22,3.99,1.24,87.78,86.54
2021-02-17,1,0,4,2,casual,2,3.99,1.24,7.98,6.74
2021-07-16,3,0,6,18,casual,185,3.99,1.24,738.15,736.91
2021-08-19,3,0,5,12,casual,54,3.99,1.24,215.46,214.22
2021-02-12,1,0,6,15,casual,47,3.99,1.24,187.53,186.29
2021-04-28,2,0,4,11,registered,74,3.99,1.24,295.26,294.02
2021-10-04,4,0,2,8,registered,372,3.99,1.24,1484.28,1483.04
2021-12-13,4,0,2,0,registered,16,3.99,1.24,63.84,62.60
2021-11-06,4,0,0,4,casual,0,3.99,1.24,0.00,-1.24
2021-06-29,3,0,3,16,registered,268,3.99,1.24,1069.32,1068.08
2021-02-03,1,0,4,12,registered,67,3.99,1.24,267.33,266.09
2021-05-31,2,0,2,6,casual,11,3.99,1.24,43.89,42.65
2021-04-05,2,0,2,8,casual,9,3.99,1.24,35.91,34.67
2021-04-25,2,0,1,13,casual,57,3.99,1.24,227.43,226.19
2021-05-15,2,0,0,9,casual,36,3.99,1.24,143.64,142.40
2021-11-19,4,0,6,13,casual,118,3.99,1.24,470.82,469.58
2021-10-30,4,0,0,0,casual,7,3.99,1.24,27.93,26.69
2021-02-20,1,0,0,19,registered,39,3.99,1.24,155.61,154.37
2021-08-03,3,0,3,6,registered,101,3.99,1.24,402.99,401.75
2021-07-11,3,0,1,20,casual,42,3.99,1.24,167.58,166.34
2021-04-03,2,0,0,9,registered,74,3.99,1.24,295.26,294.02
2021-05-28,2,0,6,2,registered,35,3.99,1.24,139.65,138.41
2021-03-22,2,0,2,10,casual,29,3.99,1.24,115.71,114.47
2021-12-05,4,0,1,8,casual,12,3.99,1.24,47.88,46.64
2021-06-05,2,0,0,21,registered,111,3.99,1.24,442.89,441.65
2021-05-22,2,0,0,21,casual,27,3.99,1.24,107.73,106.49
2021-04-04,2,0,1,2,registered,1,3.99,1.24,3.99,2.75
2021-03-31,2,0,4,20,registered,79,3.99,1.24,315.21,313.97
2021-12-11,4,0,0,12,casual,42,3.99,1.24,167.58,166.34
2021-02-28,1,0,1,13,casual,1,3.99,1.24,3.99,2.75
2021-12-29,1,0,4,17,registered,226,3.99,1.24,901.74,900.50
2021-06-12,2,0,0,14,casual,96,3.99,1.24,383.04,381.80
2021-06-17,2,0,5,20,registered,192,3.99,1.24,766.08,764.84
2021-02-24,1,0,4,10,casual,8,3.99,1.24,31.92,30.68
2021-01-10,1,0,1,22,registered,22,3.99,1.24,87.78,86.54
2021-08-04,3,0,4,3,registered,3,3.99,1.24,11.97,10.73
2021-08-28,3,0,0,19,casual,140,3.99,1.24,558.60,557.36
2021-10-23,4,0,0,18,registered,196,3.99,1.24,782.04,780.80
2021-09-22,3,0,4,6,registered,94,3.99,1.24,375.06,373.82
2021-12-08,4,0,4,14,registered,121,3.99,1.24,482.79,481.55
2021-10-25,4,0,2,0,registered,26,3.99,1.24,103.74,102.50
2021-01-09,1,0,0,11,casual,2,3.99,1.24,7.98,6.74
2021-12-09,4,0,5,1,casual,2,3.99,1.24,7.98,6.74
2021-08-23,3,0,2,2,casual,2,3.99,1.24,7.98,6.74
2021-11-26,4,0,6,16,casual,137,3.99,1.24,546.63,545.39
2021-04-03,2,0,0,8,casual,18,3.99,1.24,71.82,70.58
2021-09-09,3,0,5,7,casual,4,3.99,1.24,15.96,14.72
2021-02-02,1,0,3,11,registered,47,3.99,1.24,187.53,186.29
2021-12-22,1,0,4,14,registered,136,3.99,1.24,542.64,541.40
2021-06-12,2,0,0,5,registered,5,3.99,1.24,19.95,18.71
2021-08-05,3,0,5,6,casual,7,3.99,1.24,27.93,26.69
2021-05-10,2,0,2,23,casual,9,3.99,1.24,35.91,34.67
2021-11-06,4,0,0,12,registered,226,3.99,1.24,901.74,900.50
2021-08-14,3,0,0,20,registered,126,3.99,1.24,502.74,501.50
2021-06-14,2,0,2,2,registered,8,3.99,1.24,31.92,30.68
2021-08-10,3,0,3,19,casual,79,3.99,1.24,315.21,313.97
2021-04-02,2,0,6,9,casual,22,3.99,1.24,87.78,86.54
2021-05-21,2,0,6,12,registered,271,3.99,1.24,1081.29,1080.05
2021-05-04,2,0,3,7,registered,46,3.99,1.24,183.54,182.30
2021-06-11,2,0,6,16,registered,225,3.99,1.24,897.75,896.51
2021-10-13,4,0,4,22,registered,101,3.99,1.24,402.99,401.75
2021-09-19,3,0,1,4,registered,6,3.99,1.24,23.94,22.70
2021-09-28,4,0,3,20,casual,11,3.99,1.24,43.89,42.65
2021-12-07,4,0,3,17,casual,4,3.99,1.24,15.96,14.72
2021-12-06,4,0,2,17,registered,249,3.99,1.24,993.51,992.27
2021-12-03,4,0,6,0,casual,10,3.99,1.24,39.90,38.66
2021-12-17,4,0,6,12,casual,28,3.99,1.24,111.72,110.48
2021-08-27,3,0,6,13,casual,10,3.99,1.24,39.90,38.66
2021-04-21,2,0,4,10,casual,25,3.99,1.24,99.75,98.51
2021-01-02,1,0,0,9,registered,19,3.99,1.24,75.81,74.57
2021-10-25,4,0,2,18,casual,65,3.99,1.24,259.35,258.11
2021-07-20,3,0,3,5,casual,4,3.99,1.24,15.96,14.72
2021-06-07,2,0,2,12,registered,141,3.99,1.24,562.59,561.35
2021-10-14,4,0,5,3,casual,1,3.99,1.24,3.99,2.75
2021-12-02,4,0,5,6,casual,3,3.99,1.24,11.97,10.73
2021-12-13,4,0,2,8,casual,9,3.99,1.24,35.91,34.67
2021-11-14,4,0,1,7,casual,11,3.99,1.24,43.89,42.65
2021-10-29,4,0,6,22,registered,44,3.99,1.24,175.56,174.32
2021-10-23,4,0,0,7,registered,18,3.99,1.24,71.82,70.58
2021-05-26,2,0,4,1,casual,3,3.99,1.24,11.97,10.73
2021-07-20,3,0,3,20,registered,264,3.99,1.24,1053.36,1052.12
2021-01-22,1,0,6,16,casual,11,3.99,1.24,43.89,42.65
2021-11-28,4,0,1,8,registered,394,3.99,1.24,1572.06,1570.82
2021-04-17,2,0,0,4,registered,5,3.99,1.24,19.95,18.71
2021-12-15,4,0,4,14,casual,8,3.99,1.24,31.92,30.68
2021-04-02,2,0,6,18,casual,69,3.99,1.24,275.31,274.07
2021-06-22,3,0,3,8,casual,27,3.99,1.24,107.73,106.49
2021-01-14,1,0,5,17,registered,155,3.99,1.24,618.45,617.21
2021-06-29,3,0,3,23,casual,32,3.99,1.24,127.68,126.44
2021-02-23,1,0,3,20,casual,2,3.99,1.24,7.98,6.74
2021-11-11,4,0,5,6,casual,0,3.99,1.24,0.00,-1.24
2021-08-22,3,0,1,9,registered,151,3.99,1.24,602.49,601.25
2021-06-11,2,0,6,16,casual,169,3.99,1.24,674.31,673.07
2021-07-26,3,0,2,6,casual,2,3.99,1.24,7.98,6.74
2021-04-05,2,0,2,12,casual,6,3.99,1.24,23.94,22.70
2021-12-02,4,0,5,17,casual,20,3.99,1.24,79.80,78.56
2021-11-07,4,0,1,22,registered,102,3.99,1.24,406.98,405.74
2021-01-27,1,0,4,21,registered,36,3.99,1.24,143.64,142.40
2021-05-19,2,0,4,8,casual,34,3.99,1.24,135.66,134.42
2021-05-20,2,0,5,21,registered,155,3.99,1.24,618.45,617.21
2021-04-13,2,0,3,8,registered,158,3.99,1.24,630.42,629.18
2021-11-04,4,0,5,16,registered,237,3.99,1.24,945.63,944.39
2021-06-18,2,0,6,19,registered,227,3.99,1.24,905.73,904.49
2021-08-11,3,0,4,18,registered,497,3.99,1.24,1983.03,1981.79
2021-11-11,4,0,5,5,casual,0,3.99,1.24,0.00,-1.24
2021-10-18,4,0,2,22,registered,115,3.99,1.24,458.85,457.61
2021-02-14,1,0,1,14,casual,14,3.99,1.24,55.86,54.62
2021-12-12,4,0,1,5,registered,21,3.99,1.24,83.79,82.55
2021-08-31,3,0,3,6,registered,107,3.99,1.24,426.93,425.69
2021-05-02,2,0,1,18,casual,68,3.99,1.24,271.32,270.08
2021-10-24,4,0,1,20,registered,118,3.99,1.24,470.82,469.58
2021-02-03,1,0,4,0,registered,11,3.99,1.24,43.89,42.65
2021-11-14,4,0,1,8,casual,27,3.99,1.24,107.73,106.49
2021-09-01,3,0,4,18,registered,462,3.99,1.24,1843.38,1842.14
2021-07-21,3,0,4,18,casual,39,3.99,1.24,155.61,154.37
2021-03-03,1,0,4,11,casual,10,3.99,1.24,39.90,38.66
2021-01-17,1,0,1,3,registered,2,3.99,1.24,7.98,6.74
2021-11-13,4,0,0,2,registered,48,3.99,1.24,191.52,190.28
2021-07-18,3,0,1,9,casual,33,3.99,1.24,131.67,130.43
2021-09-26,4,0,1,5,registered,25,3.99,1.24,99.75,98.51
2021-06-02,2,0,4,4,registered,3,3.99,1.24,11.97,10.73
2021-03-23,2,0,3,21,registered,22,3.99,1.24,87.78,86.54
2021-10-24,4,0,1,13,casual,60,3.99,1.24,239.40,238.16
2021-05-27,2,0,5,14,casual,51,3.99,1.24,203.49,202.25
2021-09-28,4,0,3,22,casual,19,3.99,1.24,75.81,74.57
2021-05-14,2,0,6,19,registered,179,3.99,1.24,714.21,712.97
2021-05-05,2,0,4,12,registered,169,3.99,1.24,674.31,673.07
2021-12-30,1,0,5,23,registered,60,3.99,1.24,239.40,238.16
2021-11-15,4,0,2,23,casual,14,3.99,1.24,55.86,54.62
2021-03-14,1,0,1,12,casual,40,3.99,1.24,159.60,158.36
2021-09-03,3,0,6,8,casual,24,3.99,1.24,95.76,94.52
2021-05-09,2,0,1,15,casual,51,3.99,1.24,203.49,202.25
2021-12-16,4,0,5,6,casual,2,3.99,1.24,7.98,6.74
2021-11-23,4,0,3,4,casual,0,3.99,1.24,0.00,-1.24
2021-12-10,4,0,6,6,casual,1,3.99,1.24,3.99,2.75
2021-11-28,4,0,1,23,registered,41,3.99,1.24,163.59,162.35
2021-11-09,4,0,3,21,registered,152,3.99,1.24,606.48,605.24
2021-05-13,2,0,5,11,casual,56,3.99,1.24,223.44,222.20
2021-09-22,3,0,4,18,registered,501,3.99,1.24,1998.99,1997.75
2021-03-09,1,0,3,22,registered,17,3.99,1.24,67.83,66.59
2021-05-08,2,0,0,10,casual,91,3.99,1.24,363.09,361.85
2021-02-09,1,0,3,18,casual,2,3.99,1.24,7.98,6.74
2021-04-28,2,0,4,15,registered,117,3.99,1.24,466.83,465.59
2021-10-17,4,0,1,22,registered,88,3.99,1.24,351.12,349.88
2021-06-26,3,0,0,15,casual,174,3.99,1.24,694.26,693.02
2021-09-12,3,0,1,8,registered,382,3.99,1.24,1524.18,1522.94
2021-12-02,4,0,5,2,casual,0,3.99,1.24,0.00,-1.24
2021-11-06,4,0,0,6,casual,5,3.99,1.24,19.95,18.71
2021-03-06,1,0,0,10,casual,4,3.99,1.24,15.96,14.72
2021-11-05,4,0,6,21,casual,19,3.99,1.24,75.81,74.57
2021-05-02,2,0,1,10,registered,77,3.99,1.24,307.23,305.99
2021-11-25,4,0,5,14,casual,122,3.99,1.24,486.78,485.54
2021-09-27,4,0,2,9,casual,20,3.99,1.24,79.80,78.56
2021-08-06,3,0,6,21,casual,28,3.99,1.24,111.72,110.48
2021-07-31,3,0,0,5,casual,4,3.99,1.24,15.96,14.72
2021-10-13,4,0,4,8,registered,199,3.99,1.24,794.01,792.77
2021-10-04,4,0,2,18,casual,68,3.99,1.24,271.32,270.08
2021-01-29,1,0,6,14,casual,10,3.99,1.24,39.90,38.66
2021-04-28,2,0,4,5,casual,0,3.99,1.24,0.00,-1.24
2021-05-18,2,0,3,18,casual,58,3.99,1.24,231.42,230.18
2021-05-01,2,0,0,18,casual,33,3.99,1.24,131.67,130.43
2021-08-07,3,0,0,19,registered,160,3.99,1.24,638.40,637.16
2021-12-24,1,0,6,16,casual,25,3.99,1.24,99.75,98.51
2021-01-10,1,0,1,22,casual,2,3.99,1.24,7.98,6.74
2021-11-21,4,0,1,7,registered,229,3.99,1.24,913.71,912.47
2021-06-07,2,0,2,6,registered,116,3.99,1.24,462.84,461.60
2021-03-04,1,0,5,7,casual,0,3.99,1.24,0.00,-1.24
2021-02-01,1,0,2,15,casual,7,3.99,1.24,27.93,26.69
2021-07-12,3,0,2,21,casual,49,3.99,1.24,195.51,194.27
2021-03-18,1,0,5,21,registered,91,3.99,1.24,363.09,361.85
2021-08-18,3,0,4,14,registered,115,3.99,1.24,458.85,457.61
2021-12-20,4,0,2,21,registered,139,3.99,1.24,554.61,553.37
2021-07-18,3,0,1,17,casual,72,3.99,1.24,287.28,286.04
2021-01-05,1,0,3,18,casual,3,3.99,1.24,11.97,10.73
2021-09-21,3,0,3,16,registered,230,3.99,1.24,917.70,916.46
2021-06-26,3,0,0,14,registered,246,3.99,1.24,981.54,980.30
2021-07-28,3,0,4,12,casual,35,3.99,1.24,139.65,138.41
2021-12-17,4,0,6,4,casual,0,3.99,1.24,0.00,-1.24
2021-10-29,4,0,6,4,casual,0,3.99,1.24,0.00,-1.24
2021-03-15,1,0,2,13,casual,23,3.99,1.24,91.77,90.53
2021-11-24,4,0,4,12,registered,88,3.99,1.24,351.12,349.88
2021-06-11,2,0,6,9,registered,171,3.99,1.24,682.29,681.05
2021-09-01,3,0,4,2,registered,11,3.99,1.24,43.89,42.65
2021-10-28,4,0,5,9,registered,210,3.99,1.24,837.90,836.66
2021-10-10,4,0,1,14,casual,147,3.99,1.24,586.53,585.29
2021-07-20,3,0,3,8,registered,404,3.99,1.24,1611.96,1610.72
2021-03-26,2,0,6,22,registered,46,3.99,1.24,183.54,182.30
2021-06-01,2,0,3,17,registered,434,3.99,1.24,1731.66,1730.42
2021-12-12,4,0,1,19,casual,9,3.99,1.24,35.91,34.67
2021-07-10,3,0,0,19,registered,183,3.99,1.24,730.17,728.93
2021-11-09,4,0,3,1,casual,0,3.99,1.24,0.00,-1.24
2021-09-15,3,0,4,14,casual,36,3.99,1.24,143.64,142.40
2021-02-03,1,0,4,7,casual,1,3.99,1.24,3.99,2.75
2021-09-17,3,0,6,21,registered,121,3.99,1.24,482.79,481.55
2021-04-01,2,0,5,17,registered,245,3.99,1.24,977.55,976.31
2021-10-17,4,0,1,12,casual,39,3.99,1.24,155.61,154.37
2021-02-19,1,0,6,20,casual,9,3.99,1.24,35.91,34.67
2021-06-07,2,0,2,0,registered,15,3.99,1.24,59.85,58.61
2021-05-29,2,0,0,1,casual,17,3.99,1.24,67.83,66.59
2021-02-27,1,0,0,8,registered,26,3.99,1.24,103.74,102.50
2021-12-26,1,0,1,2,casual,2,3.99,1.24,7.98,6.74
2021-05-07,2,0,6,18,casual,114,3.99,1.24,454.86,453.62
2021-08-13,3,0,6,10,casual,97,3.99,1.24,387.03,385.79
2021-03-14,1,0,1,22,registered,43,3.99,1.24,171.57,170.33
2021-03-03,1,0,4,2,registered,2,3.99,1.24,7.98,6.74
2021-10-25,4,0,2,20,registered,208,3.99,1.24,829.92,828.68
2021-01-02,1,0,0,1,registered,16,3.99,1.24,63.84,62.60
2021-10-09,4,0,0,21,casual,53,3.99,1.24,211.47,210.23
2021-03-13,1,0,0,3,casual,6,3.99,1.24,23.94,22.70
2021-10-31,4,0,1,22,registered,77,3.99,1.24,307.23,305.99
2021-08-16,3,0,2,19,registered,320,3.99,1.24,1276.80,1275.56
2021-09-28,4,0,3,5,casual,2,3.99,1.24,7.98,6.74
2021-07-25,3,0,1,22,registered,112,3.99,1.24,446.88,445.64
2021-02-15,1,0,2,9,casual,2,3.99,1.24,7.98,6.74
2021-01-03,1,0,1,19,casual,8,3.99,1.24,31.92,30.68
2021-04-14,2,0,4,7,casual,11,3.99,1.24,43.89,42.65
2021-10-05,4,0,3,0,casual,7,3.99,1.24,27.93,26.69
2021-11-17,4,0,4,3,casual,0,3.99,1.24,0.00,-1.24
2021-02-09,1,0,3,0,casual,0,3.99,1.24,0.00,-1.24
2021-07-21,3,0,4,22,casual,36,3.99,1.24,143.64,142.40
2021-10-31,4,0,1,15,registered,141,3.99,1.24,562.59,561.35
2021-11-13,4,0,0,8,casual,24,3.99,1.24,95.76,94.52
2021-03-01,1,0,2,15,casual,7,3.99,1.24,27.93,26.69
2021-09-17,3,0,6,22,registered,112,3.99,1.24,446.88,445.64
2021-05-29,2,0,0,19,casual,141,3.99,1.24,562.59,561.35
2021-06-09,2,0,4,5,casual,1,3.99,1.24,3.99,2.75
2021-05-24,2,0,2,22,casual,26,3.99,1.24,103.74,102.50
2021-01-07,1,0,5,20,registered,50,3.99,1.24,199.50,198.26
2021-10-03,4,0,1,11,registered,100,3.99,1.24,399.00,397.76
2021-06-20,2,0,1,13,registered,129,3.99,1.24,514.71,513.47
2021-04-29,2,0,5,2,casual,2,3.99,1.24,7.98,6.74
2021-05-09,2,0,1,8,registered,351,3.99,1.24,1400.49,1399.25
2021-02-28,1,0,1,19,registered,79,3.99,1.24,315.21,313.97
2021-03-11,1,0,5,15,casual,21,3.99,1.24,83.79,82.55
2021-01-17,1,0,1,5,casual,0,3.99,1.24,0.00,-1.24
2021-09-26,4,0,1,7,casual,17,3.99,1.24,67.83,66.59
2021-05-04,2,0,3,14,casual,13,3.99,1.24,51.87,50.63
2021-02-10,1,0,4,22,registered,47,3.99,1.24,187.53,186.29
2021-06-16,2,0,4,18,registered,299,3.99,1.24,1193.01,1191.77
2021-03-04,1,0,5,12,casual,10,3.99,1.24,39.90,38.66
2021-06-01,2,0,3,8,casual,37,3.99,1.24,147.63,146.39
2021-11-04,4,0,5,3,registered,7,3.99,1.24,27.93,26.69
2021-05-28,2,0,6,21,casual,87,3.99,1.24,347.13,345.89
2021-09-17,3,0,6,8,casual,27,3.99,1.24,107.73,106.49
2021-09-18,3,0,0,22,registered,75,3.99,1.24,299.25,298.01
2021-07-06,3,0,3,6,casual,9,3.99,1.24,35.91,34.67
2021-05-21,2,0,6,1,registered,64,3.99,1.24,255.36,254.12
2021-10-15,4,0,6,3,registered,18,3.99,1.24,71.82,70.58
2021-03-01,1,0,2,16,registered,92,3.99,1.24,367.08,365.84
2021-03-10,1,0,4,8,casual,1,3.99,1.24,3.99,2.75
2021-09-03,3,0,6,1,casual,17,3.99,1.24,67.83,66.59
2021-07-06,3,0,3,18,registered,486,3.99,1.24,1939.14,1937.90
2021-07-22,3,0,5,12,casual,20,3.99,1.24,79.80,78.56
2021-01-21,1,0,5,23,registered,27,3.99,1.24,107.73,106.49
2021-11-20,4,0,0,18,registered,123,3.99,1.24,490.77,489.53
2021-04-20,2,0,3,12,casual,28,3.99,1.24,111.72,110.48
2021-11-15,4,0,2,21,registered,145,3.99,1.24,578.55,577.31
2021-05-10,2,0,2,19,casual,69,3.99,1.24,275.31,274.07
2021-02-08,1,0,2,8,casual,7,3.99,1.24,27.93,26.69
2021-03-07,1,0,1,5,registered,1,3.99,1.24,3.99,2.75
2021-10-12,4,0,3,6,registered,107,3.99,1.24,426.93,425.69
2021-10-29,4,0,6,0,casual,0,3.99,1.24,0.00,-1.24
2021-06-04,2,0,6,10,registered,202,3.99,1.24,805.98,804.74
2021-02-15,1,0,2,14,casual,10,3.99,1.24,39.90,38.66
2021-01-24,1,0,1,22,casual,3,3.99,1.24,11.97,10.73
2021-06-16,2,0,4,7,casual,16,3.99,1.24,63.84,62.60
2021-04-23,2,0,6,22,registered,114,3.99,1.24,454.86,453.62
2021-03-17,1,0,4,11,casual,20,3.99,1.24,79.80,78.56
2021-11-08,4,0,2,22,registered,95,3.99,1.24,379.05,377.81
2021-07-06,3,0,3,21,casual,66,3.99,1.24,263.34,262.10
2021-01-10,1,0,1,5,registered,3,3.99,1.24,11.97,10.73
2021-03-28,2,0,1,15,casual,19,3.99,1.24,75.81,74.57
2021-10-02,4,0,0,1,registered,23,3.99,1.24,91.77,90.53
2021-04-25,2,0,1,18,casual,74,3.99,1.24,295.26,294.02
2021-10-11,4,0,2,14,registered,117,3.99,1.24,466.83,465.59
2021-10-10,4,0,1,3,registered,9,3.99,1.24,35.91,34.67
2021-05-28,2,0,6,20,registered,128,3.99,1.24,510.72,509.48
2021-08-10,3,0,3,11,casual,54,3.99,1.24,215.46,214.22
2021-12-24,1,0,6,5,casual,1,3.99,1.24,3.99,2.75
2021-03-05,1,0,6,6,registered,3,3.99,1.24,11.97,10.73
2021-07-16,3,0,6,19,registered,242,3.99,1.24,965.58,964.34
2021-10-03,4,0,1,16,casual,16,3.99,1.24,63.84,62.60
2021-09-07,3,0,3,14,casual,1,3.99,1.24,3.99,2.75
2021-04-21,2,0,4,1,registered,20,3.99,1.24,79.80,78.56
2021-10-10,4,0,1,21,registered,148,3.99,1.24,590.52,589.28
2021-12-10,4,0,6,20,casual,10,3.99,1.24,39.90,38.66
2021-05-03,2,0,2,11,casual,20,3.99,1.24,79.80,78.56
2021-07-24,3,0,0,7,casual,6,3.99,1.24,23.94,22.70
2021-04-16,2,0,6,8,registered,38,3.99,1.24,151.62,150.38
2021-02-21,1,0,1,17,registered,62,3.99,1.24,247.38,246.14
2021-12-07,4,0,3,1,registered,9,3.99,1.24,35.91,34.67
2021-05-17,2,0,2,3,casual,1,3.99,1.24,3.99,2.75
2021-03-02,1,0,3,8,registered,243,3.99,1.24,969.57,968.33
2021-05-27,2,0,5,17,casual,77,3.99,1.24,307.23,305.99
2021-06-21,3,0,2,1,registered,12,3.99,1.24,47.88,46.64
2021-04-22,2,0,5,13,casual,3,3.99,1.24,11.97,10.73
2021-02-07,1,0,1,23,registered,19,3.99,1.24,75.81,74.57
2021-03-17,1,0,4,16,casual,34,3.99,1.24,135.66,134.42
2021-07-17,3,0,0,20,registered,177,3.99,1.24,706.23,704.99
2021-08-09,3,0,2,13,casual,48,3.99,1.24,191.52,190.28
2021-09-17,3,0,6,17,casual,141,3.99,1.24,562.59,561.35
2021-04-05,2,0,2,10,casual,3,3.99,1.24,11.97,10.73
2021-12-13,4,0,2,8,registered,391,3.99,1.24,1560.09,1558.85
2021-02-28,1,0,1,9,casual,15,3.99,1.24,59.85,58.61
2021-03-10,1,0,4,20,casual,9,3.99,1.24,35.91,34.67
2021-10-18,4,0,2,5,registered,19,3.99,1.24,75.81,74.57
2021-10-26,4,0,3,4,casual,0,3.99,1.24,0.00,-1.24
2021-12-27,1,0,2,21,registered,52,3.99,1.24,207.48,206.24
2021-07-21,3,0,4,15,registered,93,3.99,1.24,371.07,369.83
2021-05-07,2,0,6,4,registered,4,3.99,1.24,15.96,14.72
2021-02-02,1,0,3,10,casual,2,3.99,1.24,7.98,6.74
2021-02-27,1,0,0,19,casual,16,3.99,1.24,63.84,62.60
2021-06-17,2,0,5,10,registered,126,3.99,1.24,502.74,501.50
2021-12-02,4,0,5,11,registered,142,3.99,1.24,566.58,565.34
2021-02-28,1,0,1,12,registered,36,3.99,1.24,143.64,142.40
2021-06-06,2,0,1,6,casual,11,3.99,1.24,43.89,42.65
